layer,label,index,theta,radius,x,y
φ₁,Witness / Illumination,207,496.7923885538312,14.38749456993816,13.13266267978547,5.876493081674637
φ₁,Witness / Illumination,208,499.19235178355984,14.422205101855956,-13.686069630838956,4.548790834917305
φ₁,Witness / Illumination,209,501.5923150132885,14.45683229480096,7.03587015719084,-12.629193605735535
φ₁,Witness / Illumination,210,503.99227824301715,14.491376746189438,3.3508537647271917,14.098644581923953
φ₁,Witness / Illumination,211,506.3922414727458,14.52583904633395,-12.022836829412865,-8.151772480467887
φ₁,Witness / Illumination,212,508.79220470247446,14.560219778561036,14.405724822433887,-2.115441405549227
φ₁,Witness / Illumination,213,511.1921679322031,14.594519519326424,-9.215029987376704,11.317385843548328
φ₁,Witness / Illumination,214,513.5921311619318,14.628738838327793,-0.8519007234390316,-14.603912666042756
φ₁,Witness / Illumination,215,515.9920943916604,14.66287829861518,10.5174540475501,10.216807738118204
φ₁,Witness / Illumination,216,518.3920576213891,14.696938456699069,-14.690643325833914,-0.4301147208961102
φ₁,Witness / Illumination,217,520.7920208511177,14.730919862656235,11.148679371208978,-9.628444748659016
φ₁,Witness / Illumination,218,523.1919840808464,14.7648230602334,-1.7207193638287601,14.66421238495081
φ₁,Witness / Illumination,219,525.591947310575,14.798648586948742,-8.65651457713627,-12.002697837395859
φ₁,Witness / Illumination,220,527.9919105403037,14.832396974191326,14.523796559768883,3.009872670138322
φ₁,Witness / Illumination,221,530.3918737700324,14.866068747318506,-12.771462823112358,7.608530564955294
φ₁,Witness / Illumination,222,532.791836999761,14.89966442575134,4.287457998939364,-14.269467541128886
φ₁,Witness / Illumination,223,535.1918002294897,14.933184523068078,6.492021190340858,13.448184296185314
φ₁,Witness / Illumination,224,537.5917634592183,14.966629547095765,-13.902198753852867,-5.543362680573208
φ₁,Witness / Illumination,225,539.991726688947,15.0,14.02674163432293,-5.315121741216442
φ₁,Witness / Illumination,226,542.3916899186756,15.033296378372908,-6.767558667128895,13.423864931046072
φ₁,Witness / Illumination,227,544.7916531484043,15.066519173319364,-4.086514398763642,-14.501737829263686
φ₁,Witness / Illumination,228,547.191616378133,15.0996688705415,12.837234457124087,7.950183110647582
φ₁,Witness / Illumination,229,549.5915796078616,15.132745950421556,-14.868548296100188,2.8153634874623648
φ₁,Witness / Illumination,230,551.9915428375903,15.165750888103101,9.081618219631533,-12.14595449163451
φ₁,Witness / Illumination,231,554.3915060673188,15.198684153570664,1.5112463797884754,15.123363857937699
φ₁,Witness / Illumination,232,556.7914692970475,15.231546211727817,-11.354528944300986,-10.1525697462776
φ₁,Witness / Illumination,233,559.1914325267761,15.264337522473747,15.263227520396681,-0.1840805818260958
φ₁,Witness / Illumination,234,561.5913957565048,15.297058540778355,-11.154143463908632,10.468289429823022
φ₁,Witness / Illumination,235,563.9913589862334,15.329709716755891,1.1559524398600303,-15.286064698174663
φ₁,Witness / Illumination,236,566.3913222159621,15.362291495737216,9.493359388387553,12.07791900630708
φ₁,Witness / Illumination,237,568.7912854456907,15.394804318340652,-15.190706606595214,-2.4984861000903202
φ₁,Witness / Illumination,238,571.1912486754194,15.427248620541512,12.916020458100922,-8.436611614026004
φ₁,Witness / Illumination,239,573.591211905148,15.459624833740307,-3.8330495904941486,14.976906584365567
φ₁,Witness / Illumination,240,575.9911751348767,15.491933384829668,-7.305619487563103,-13.661183107730395
φ₁,Witness / Illumination,241,578.3911383646054,15.524174696260024,14.645349169254754,5.149150193052162
φ₁,Witness / Illumination,242,580.791101594334,15.556349186104045,-14.306815801848252,6.108602263364759
φ₁,Witness / Illumination,243,583.1910648240627,15.588457268119896,6.436356361022105,-14.197651805630757
φ₁,Witness / Illumination,244,585.5910280537913,15.620499351813308,4.8543648090578575,14.847058371966503
φ₁,Witness / Illumination,245,587.99099128352,15.652475842498529,-13.636359121315891,-7.6843809063908886
φ₁,Witness / Illumination,246,590.3909545132486,15.684387141358123,15.27683364057358,-3.5522322444118832
φ₁,Witness / Illumination,247,592.7909177429773,15.716233645501712,-8.883163628138892,12.964929770566068
φ₁,Witness / Illumination,248,595.1908809727059,15.748015748023622,-2.2119799692559767,-15.591893554524106
φ₁,Witness / Illumination,249,597.5908442024346,15.7797338380595,12.187715899677901,10.022952716078157
φ₁,Witness / Illumination,250,599.9908074321633,15.811388300841896,-15.7888590379435,0.8437596102859366
φ₁,Witness / Illumination,251,602.3907706618919,15.84297951775486,11.09438427085708,-11.309935351298833
φ₁,Witness / Illumination,252,604.7907338916206,15.874507866387544,-0.5419785474464972,15.865253204853296
φ₁,Witness / Illumination,253,607.1906971213492,15.905973720586866,-10.337636782478814,-12.088559291890041
φ₁,Witness / Illumination,254,609.5906603510779,15.937377450509228,15.819527622841788,1.9345660469845867
φ₁,Witness / Illumination,255,611.9906235808065,15.968719422671311,-12.997117501407716,9.277657929380737
φ₁,Witness / Illumination,256,614.3905868105352,16.0,3.3231990395233844,-15.651081372982215
φ₁,Witness / Illumination,257,616.7905500402638,16.0312195418814,8.137577307889012,13.81230739442653
φ₁,Witness / Illumination,258,619.1905132699925,16.06237840420901,-15.360272707418059,-4.697022711649146
φ₁,Witness / Illumination,259,621.5904764997211,16.09347693943108,14.527051931055782,-6.925659693661567
φ₁,Witness / Illumination,260,623.9904397294498,16.1245154965971,-6.045216696319015,14.948423164151656
φ₁,Witness / Illumination,261,626.3904029591785,16.15549442140351,-5.650795777012979,-15.135009319009097
φ₁,Witness / Illumination,262,628.7903661889071,16.186414056238647,14.41781405813033,7.357080792350957
φ₁,Witness / Illumination,263,631.1903294186358,16.217274740226856,-15.630628370234358,4.32243643696757
φ₁,Witness / Illumination,264,633.5902926483644,16.24807680927192,8.622120310758275,-13.771675328252902
φ₁,Witness / Illumination,265,635.9902558780931,16.278820596099706,2.950522124472993,16.0091979559563
φ₁,Witness / Illumination,266,638.3902191078217,16.30950643030009,-13.014166780937073,-9.83013036525732
φ₁,Witness / Illumination,267,640.7901823375504,16.34013463836819,16.266890128835836,-1.5454078867351204
φ₁,Witness / Illumination,268,643.190145567279,16.3707055437449,-10.97127842873608,12.150351831908013
φ₁,Witness / Illumination,269,645.5901087970077,16.401219466856727,-0.11778460256867346,-16.40079652905303
φ₁,Witness / Illumination,270,647.9900720267364,16.431676725154983,11.186163908400557,12.036184487386224
φ₁,Witness / Illumination,271,650.390035256465,16.46207763315433,-16.4089577425494,-1.3214029677687813
φ₁,Witness / Illumination,272,652.7899984861937,16.492422502470642,13.015998139519054,-10.128365733524662
φ₁,Witness / Illumination,273,655.1899617159223,16.522711641858304,-2.7610406858696264,16.29038533402364
φ₁,Witness / Illumination,274,657.589924945651,16.55294535724685,-8.984501772643428,-13.902472006710427
φ₁,Witness / Illumination,275,659.9898881753796,16.583123951777,16.045076334141065,4.189931435189172
φ₁,Witness / Illumination,276,662.3898514051083,16.61324772583615,-14.688030850711721,7.762844177783079
φ₁,Witness / Illumination,277,664.789814634837,16.64331697709324,5.596882742477122,-15.674020019349273
φ₁,Witness / Illumination,278,667.1897778645656,16.673332000533065,6.4723326198751305,15.365835820341836
φ₁,Witness / Illumination,279,669.5897410942943,16.703293088490067,-15.179196883227561,-6.970794931728707
φ₁,Witness / Illumination,280,671.9897043240229,16.73320053068151,15.929843288117153,-5.122508449581017
φ₁,Witness / Illumination,281,674.3896675537516,16.76305461424021,-8.30074911359194,14.563569759959357
